Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Rhett Ellison,TE,NYG,0,0,0,0,0,0,0,0,1,1,8,0,0,1.8,0.8,1.3
Lee Smith,TE,BUF,0,0,0,0,0,0,0,0,1,1,8,0,0,1.8,0.8,1.3
Keke Coutee,WR,HOU,0,0,0,0,0,0,0,0,2,4,7,0,0,2.7,0.7,1.7
Troy Fumagalli,TE,DEN,0,0,0,0,0,0,0,0,1,1,7,0,0,1.7,0.7,1.2
T.J. Hockenson,TE,DET,0,0,0,0,0,0,0,0,1,3,7,0,0,1.7,0.7,1.2
Richie James,WR,SFO,0,0,0,0,0,0,0,0,1,4,7,0,0,1.7,0.7,1.2
Logan Thomas,TE,DET,0,0,0,0,0,0,0,0,1,1,7,0,0,1.7,0.7,1.2
Charles Clay,TE,ARI,0,0,0,0,0,0,0,0,1,2,6,0,0,1.6,0.6,1.1
Nick O'Leary,TE,MIA,0,0,0,0,0,0,0,0,1,1,6,0,0,1.6,0.6,1.1
Auden Tate,WR,CIN,0,0,0,0,0,0,0,0,1,2,6,0,0,1.6,0.6,1.1
De'Anthony Thomas,WR,KAN,0,0,0,0,0,0,0,0,1,1,6,0,0,1.6,0.6,1.1
Damion Willis,WR,CIN,0,0,0,0,0,0,0,0,1,3,6,0,0,1.6,0.6,1.1
Josh Bellamy,WR,NYJ,0,0,0,0,0,0,0,0,1,2,5,0,0,1.5,0.5,1
Trey Burton,TE,CHI,0,0,0,0,0,0,0,0,2,3,5,0,0,2.5,0.5,1.5
Willie Snead,WR/RS,BAL,0,0,0,0,0,0,0,0,1,1,5,0,0,1.5,0.5,1
Darren Sproles,RB,PHI,0,0,0,0,0,0,0,0,2,3,5,0,0,2.5,0.5,1.5
JJ Arcega-Whiteside,WR,PHI,0,0,0,0,0,0,0,0,1,4,4,0,0,1.4,0.4,0.9
Kendrick Bourne,WR,SFO,0,0,0,0,0,0,0,0,1,2,4,0,0,1.4,0.4,0.9
Demetrius Harris,TE,CLE,0,0,0,0,0,0,0,0,1,1,4,0,0,1.4,0.4,0.9
Luke Stocker,TE,ATL,0,0,0,0,0,0,0,0,1,1,4,0,0,1.4,0.4,0.9
Patrick Ricard,FB/DL,BAL,0,0,0,0,0,0,0,0,1,1,3,0,0,1.3,0.3,0.8
Derek Watt,FB,LAC,0,0,0,0,0,0,0,0,1,2,3,0,0,1.3,0.3,0.8
Dede Westbrook,WR,JAX,0,0,0,0,0,0,0,0,1,5,3,0,0,1.3,0.3,0.8
Anthony Miller,WR,CHI,0,0,0,0,0,0,0,0,1,1,2,0,0,1.2,0.2,0.7
Hayden Hurst,TE,BAL,0,0,0,0,0,0,0,0,1,1,1,1,0,7.1,6.1,6.6
David Quessenberry,OL,TEN,0,0,0,0,0,0,0,0,1,1,1,1,0,7.1,6.1,6.6
Ryan Switzer,WR,PIT,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0.5
Irv Smith,TE,MIN,0,0,0,0,0,0,0,0,1,2,-1,0,0,0.9,-0.1,0.4
Demaryius Thomas,WR,NYJ,0,0,0,0,0,0,0,0,1,2,-1,0,0,0.9,-0.1,0.4
Ryan Grant,WR,OAK,0,0,0,0,0,0,0,0,1,5,-2,0,0,0.8,-0.2,0.3
Deonte Harris,WR/RS,NOR,0,0,0,0,0,0,0,0,1,1,-7,0,0,0.3,-0.7,-0.2
Ray-Ray McCloud,WR,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Skura,G/C,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey Clement,RB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,-2,-2
Bobo Wilson,WR,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
