Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
David Montgomery,RB,CHI,0,0,0,0,0,20,86,0,0,0,0,0,1,6.6,6.6,6.6
Devonta Freeman,RB,ATL,0,0,0,0,0,17,84,1,4,4,10,0,0,19.4,15.4,17.4
Ezekiel Elliott,RB,DAL,0,0,0,0,0,19,81,2,2,5,12,0,0,23.3,21.3,22.3
Todd Gurley,RB,LAR,0,0,0,0,0,23,79,1,4,4,34,0,0,21.3,17.3,19.3
Chris Carson,RB,SEA,0,0,0,0,0,15,76,0,3,4,15,0,0,12.1,9.1,10.6
Adrian Peterson,RB,WAS,0,0,0,0,0,20,76,1,0,0,0,0,0,13.6,13.6,13.6
Bilal Powell,RB,NYJ,0,0,0,0,0,19,74,0,2,3,14,0,0,10.8,8.8,9.8
Carlos Hyde,RB,HOU,0,0,0,0,0,14,73,0,2,3,5,0,0,9.8,7.8,8.8
Raheem Mostert,RB,SFO,0,0,0,0,0,10,69,1,2,2,40,1,0,24.9,22.9,23.9
Latavius Murray,RB,NOR,0,0,0,0,0,7,69,0,2,3,25,0,0,11.4,9.4,10.4
Saquon Barkley,RB,NYG,0,0,0,0,0,17,66,0,3,4,1,0,0,9.7,6.7,8.2
Bo Scarbrough,RB,DET,0,0,0,0,0,19,65,0,1,3,5,0,0,8,7,7.5
Dalvin Cook,RB,MIN,0,0,0,0,0,18,62,1,2,2,13,0,0,15.5,13.5,14.5
Brian Hill,RB,ATL,0,0,0,0,0,9,62,1,0,0,0,0,0,12.2,12.2,12.2
Boston Scott,RB,PHI,0,0,0,0,0,10,59,1,6,6,69,0,0,24.8,18.8,21.8
Melvin Gordon,RB,LAC,0,0,0,0,0,12,55,1,5,5,29,0,0,19.4,14.4,16.9
Matt Breida,RB,SFO,0,0,0,0,0,6,54,0,1,1,4,0,0,6.8,5.8,6.3
Christian McCaffrey,RB,CAR,0,0,0,0,0,11,53,0,11,12,82,0,0,24.5,13.5,19
DeAndre Washington,RB,OAK,0,0,0,0,0,14,53,1,6,7,43,0,0,21.6,15.6,18.6
Phillip Lindsay,RB,DEN,0,0,0,0,0,16,51,1,2,2,4,0,0,13.5,11.5,12.5
Leonard Fournette,RB,JAX,0,0,0,0,0,15,50,0,3,6,13,0,0,9.3,6.3,7.8
Mark Ingram,RB,BAL,0,0,0,0,0,15,50,0,3,3,29,0,0,10.9,7.9,9.4
Patrick Laird,RB,MIA,0,0,0,0,0,15,48,0,4,5,38,0,0,12.6,8.6,10.6
Alexander Mattison,RB,MIN,0,0,0,0,0,14,46,0,2,2,18,0,0,8.4,6.4,7.4
Miles Sanders,RB,PHI,0,0,0,0,0,15,45,0,4,5,24,0,0,10.9,6.9,8.9
Derrius Guice,RB,WAS,0,0,0,0,0,5,42,0,0,0,0,0,0,4.2,4.2,4.2
Benny Snell,RB,PIT,0,0,0,0,0,16,41,0,0,0,0,0,1,2.1,2.1,2.1
Kerrith Whyte,RB,PIT,0,0,0,0,0,5,41,0,1,1,9,0,0,6,5,5.5
LeSean McCoy,RB,KAN,0,0,0,0,0,11,39,0,1,3,4,0,0,5.3,4.3,4.8
Marlon Mack,RB,IND,0,0,0,0,0,13,38,1,0,0,0,0,0,9.8,9.8,9.8
Kenyan Drake,RB,ARI,0,0,0,0,0,11,37,0,3,3,30,0,0,9.7,6.7,8.2
Ronald Jones,RB,TAM,0,0,0,0,0,11,36,0,4,5,23,0,0,9.9,5.9,7.9
Peyton Barber,RB,TAM,0,0,0,0,0,11,34,0,2,2,19,0,0,7.3,5.3,6.3
Deebo Samuel,WR,SFO,0,0,0,0,0,2,33,0,5,8,76,0,0,15.9,10.9,13.4
Ty Montgomery,RB,NYJ,0,0,0,0,0,9,31,0,3,3,30,0,0,9.1,6.1,7.6
Josh Reynolds,WR,LAR,0,0,0,0,0,3,29,0,0,0,0,0,0,2.9,2.9,2.9
Robert Woods,WR,LAR,0,0,0,0,0,2,29,0,7,9,98,1,0,25.7,18.7,22.2
Kareem Hunt,RB,CLE,0,0,0,0,0,9,28,1,2,2,40,0,0,14.8,12.8,13.8
Jalen Richard,RB,OAK,0,0,0,0,0,7,28,0,2,3,18,0,0,6.6,4.6,5.6
Dion Lewis,RB,TEN,0,0,0,0,0,9,26,0,1,1,5,0,0,4.1,3.1,3.6
Justin Jackson,RB,LAC,0,0,0,0,0,3,25,0,0,0,0,0,0,2.5,2.5,2.5
Alvin Kamara,RB,NOR,0,0,0,0,0,13,25,0,4,6,18,0,1,6.3,2.3,4.3
Royce Freeman,RB,DEN,0,0,0,0,0,8,24,0,2,2,8,1,0,11.2,9.2,10.2
Jamaal Williams,RB,GNB,0,0,0,0,0,7,24,0,0,0,0,0,0,2.4,2.4,2.4
Malcolm Brown,RB,LAR,0,0,0,0,0,5,21,1,0,0,0,0,0,8.1,8.1,8.1
Gus Edwards,RB,BAL,0,0,0,0,0,4,20,0,0,0,0,0,0,2,2,2
David Johnson,RB,ARI,0,0,0,0,0,3,19,0,2,2,34,1,0,13.3,11.3,12.3
Curtis Samuel,WR,CAR,0,0,0,0,0,3,17,0,2,4,25,0,0,6.2,4.2,5.2
Diontae Johnson,WR,PIT,0,0,0,0,0,1,16,0,6,8,60,1,0,19.6,13.6,16.6
Jaylen Samuels,RB,PIT,0,0,0,0,0,7,16,0,2,2,18,0,0,5.4,3.4,4.4
Giovani Bernard,RB,CIN,0,0,0,0,0,4,15,0,2,3,31,0,0,6.6,4.6,5.6
Rex Burkhead,RB,NWE,0,0,0,0,0,7,15,0,0,0,0,0,0,1.5,1.5,1.5
Mike Boone,RB,MIN,0,0,0,0,0,5,13,0,0,0,0,0,0,1.3,1.3,1.3
A.J. Brown,WR,TEN,0,0,0,0,0,1,13,0,5,7,153,2,0,33.6,28.6,31.1
DeAndre Hopkins,WR,HOU,0,0,0,0,0,1,12,0,7,13,120,1,0,26.2,19.2,22.7
Spencer Ware,RB,KAN,0,0,0,0,0,5,11,0,1,2,-9,0,0,1.2,0.2,0.7
Brandon Bolden,RB,NWE,0,0,0,0,0,1,10,1,0,0,0,0,0,7,7,7
Chase Edmonds,RB,ARI,0,0,0,0,0,1,9,0,0,0,0,0,0,0.9,0.9,0.9
Julian Edelman,WR,NWE,0,0,0,0,0,1,8,0,8,12,95,1,0,24.3,16.3,20.3
Deonte Harris,WR/RS,NOR,0,0,0,0,0,1,8,0,1,1,13,0,0,3.1,2.1,2.6
Justice Hill,RB,BAL,0,0,0,0,0,3,8,0,0,0,0,0,0,0.8,0.8,0.8
Tyreek Hill,WR,KAN,0,0,0,0,0,2,8,0,6,8,62,0,0,13,7,10
Sony Michel,RB,NWE,0,0,0,0,0,5,8,0,1,1,1,0,0,1.9,0.9,1.4
Sterling Shepard,WR,NYG,0,0,0,0,0,1,8,0,4,7,28,0,0,7.6,3.6,5.6
Ryquell Armstead,RB,JAX,0,0,0,0,0,2,7,0,0,0,0,0,0,0.7,0.7,0.7
Tyler Boyd,WR,CIN,0,0,0,0,0,1,7,0,5,6,75,0,0,13.2,8.2,10.7
Tarik Cohen,RB,CHI,0,0,0,0,0,3,7,0,6,6,24,0,0,9.1,3.1,6.1
Darwin Thompson,RB,KAN,0,0,0,0,0,4,7,0,4,5,36,0,0,8.3,4.3,6.3
Reggie Bonnafon,RB,CAR,0,0,0,0,0,1,6,0,0,0,0,0,0,0.6,0.6,0.6
Tevin Coleman,RB,SFO,0,0,0,0,0,3,6,0,0,0,0,0,0,0.6,0.6,0.6
Frank Gore,RB,BUF,0,0,0,0,0,4,6,0,0,0,0,0,0,0.6,0.6,0.6
Qadree Ollison,RB,ATL,0,0,0,0,0,4,6,0,0,0,0,0,0,0.6,0.6,0.6
Jay Ajayi,RB,PHI,0,0,0,0,0,2,5,0,0,0,0,0,0,0.5,0.5,0.5
Myles Gaskin,RB,MIA,0,0,0,0,0,4,5,0,1,2,6,0,0,2.1,1.1,1.6
Duke Johnson,RB,HOU,0,0,0,0,0,1,5,0,6,8,40,0,0,10.5,4.5,7.5
Robby Anderson,WR,NYJ,0,0,0,0,0,1,4,0,7,11,117,1,0,25.1,18.1,21.6
Travis Kelce,TE,KAN,0,0,0,0,0,1,4,1,7,9,66,0,1,18,11,14.5
Christian Kirk,WR,ARI,0,0,0,0,0,1,4,0,8,9,85,0,0,16.9,8.9,12.9
Wendell Smallwood,RB,WAS,0,0,0,0,0,2,4,0,0,0,0,0,0,0.4,0.4,0.4
Derek Watt,FB,LAC,0,0,0,0,0,2,4,1,0,0,0,0,0,6.4,6.4,6.4
Ty Johnson,RB,DET,0,0,0,0,0,2,3,0,1,1,7,0,0,2,1,1.5
J.D. McKissic,RB,DET,0,0,0,0,0,1,2,0,4,4,16,0,0,5.8,1.8,3.8
C.J. Prosise,RB,SEA,0,0,0,0,0,1,2,0,0,0,0,0,0,0.2,0.2,0.2
Nyheim Hines,RB,IND,0,0,0,0,0,4,1,0,4,5,24,0,1,4.5,0.5,2.5
Jordan Wilkins,RB,IND,0,0,0,0,0,1,1,0,0,0,0,0,0,0.1,0.1,0.1
C.J. Ham,FB,MIN,0,0,0,0,0,1,0,0,1,1,25,0,0,3.5,2.5,3
D.J. Moore,WR,CAR,0,0,0,0,0,1,0,0,4,6,81,0,0,12.1,8.1,10.1
Garrett Gilbert,QB,CLE,0,0,0,0,0,1,-1,0,0,0,0,0,0,-0.1,-0.1,-0.1
Alec Ingold,FB,OAK,0,0,0,0,0,1,-1,0,0,0,0,0,0,-0.1,-0.1,-0.1
Richie James,WR,SFO,0,0,0,0,0,1,-1,0,0,0,0,0,0,-0.1,-0.1,-0.1
Matt Schaub,QB,ATL,0,0,0,0,0,1,-1,0,0,0,0,0,0,-0.1,-0.1,-0.1
Cordarrelle Patterson,WR,CHI,0,0,0,0,0,1,-5,0,1,1,33,0,0,3.8,2.8,3.3
Jordan Berry,P,PIT,0,0,0,0,0,1,-8,0,0,0,0,0,1,-2.8,-2.8,-2.8
Darius Slayton,WR,NYG,0,0,0,0,0,0,0,0,5,8,154,2,0,32.4,27.4,29.9
Michael Thomas,WR,NOR,0,0,0,0,0,0,0,0,11,15,134,1,0,30.4,19.4,24.9
Tyler Higbee,TE,LAR,0,0,0,0,0,0,0,0,7,11,116,0,0,18.6,11.6,15.1
Noah Fant,TE,DEN,0,0,0,0,0,0,0,0,4,4,113,1,0,21.3,17.3,19.3
Michael Gallup,WR,DAL,0,0,0,0,0,0,0,0,6,10,109,0,0,16.9,10.9,13.9
Marcus Johnson,WR,IND,0,0,0,0,0,0,0,0,3,7,105,1,0,19.5,16.5,18
Olamide Zaccheaus,WR,ATL,0,0,0,0,0,0,0,0,1,2,93,1,0,16.3,15.3,15.8
Stefon Diggs,WR,MIN,0,0,0,0,0,0,0,0,6,9,92,0,0,15.2,9.2,12.2
Isaiah Ford,WR,MIA,0,0,0,0,0,0,0,0,6,9,92,0,0,15.2,9.2,12.2
Zach Ertz,TE,PHI,0,0,0,0,0,0,0,0,9,13,91,2,0,30.1,21.1,25.6
Chris Godwin,WR,TAM,0,0,0,0,0,0,0,0,7,9,91,0,0,16.1,9.1,12.6
Keenan Allen,WR,LAC,0,0,0,0,0,0,0,0,5,6,83,0,0,13.3,8.3,10.8
Amari Cooper,WR,DAL,0,0,0,0,0,0,0,0,6,8,83,1,0,20.3,14.3,17.3
D.K. Metcalf,WR,SEA,0,0,0,0,0,0,0,0,6,6,78,0,0,13.8,7.8,10.8
Jarvis Landry,WR,CLE,0,0,0,0,0,0,0,0,4,7,76,0,0,11.6,7.6,9.6
Calvin Ridley,WR,ATL,0,0,0,0,0,0,0,0,5,5,76,1,0,18.6,13.6,16.1
DJ Chark,WR,JAX,0,0,0,0,0,0,0,0,9,10,75,0,0,16.5,7.5,12
Zach Pascal,WR,IND,0,0,0,0,0,0,0,0,5,9,74,1,0,18.4,13.4,15.9
O.J. Howard,TE,TAM,0,0,0,0,0,0,0,0,4,5,73,0,0,11.3,7.3,9.3
Hayden Hurst,TE,BAL,0,0,0,0,0,0,0,0,3,3,73,1,0,16.3,13.3,14.8
Darren Waller,TE,OAK,0,0,0,0,0,0,0,0,6,6,72,0,1,11.2,5.2,8.2
Breshad Perriman,WR,TAM,0,0,0,0,0,0,0,0,3,5,70,1,0,16,13,14.5
Keke Coutee,WR,HOU,0,0,0,0,0,0,0,0,5,8,68,0,1,9.8,4.8,7.3
Allen Hurns,WR,MIA,0,0,0,0,0,0,0,0,5,8,68,0,0,11.8,6.8,9.3
George Kittle,TE,SFO,0,0,0,0,0,0,0,0,6,8,67,1,0,18.7,12.7,15.7
Julio Jones,WR,ATL,0,0,0,0,0,0,0,0,5,8,66,0,0,11.6,6.6,9.1
Jared Cook,TE,NOR,0,0,0,0,0,0,0,0,2,2,64,2,0,20.4,18.4,19.4
Mike Williams,WR,LAC,0,0,0,0,0,0,0,0,2,3,63,1,0,14.3,12.3,13.3
Mike Evans,WR,TAM,0,0,0,0,0,0,0,0,1,2,61,1,0,13.1,12.1,12.6
Justin Watson,WR,TAM,0,0,0,0,0,0,0,0,5,8,59,1,0,16.9,11.9,14.4
Kenny Golladay,WR,DET,0,0,0,0,0,0,0,0,6,8,58,1,0,17.8,11.8,14.8
Terry McLaurin,WR,WAS,0,0,0,0,0,0,0,0,4,7,57,1,0,15.7,11.7,13.7
Ian Thomas,TE,CAR,0,0,0,0,0,0,0,0,5,10,57,1,0,16.7,11.7,14.2
J.P. Holtz,TE,CHI,0,0,0,0,0,0,0,0,3,3,56,0,0,8.6,5.6,7.1
Ted Ginn,WR,NOR,0,0,0,0,0,0,0,0,4,6,50,0,0,9,5,7
Blake Jarwin,TE,DAL,0,0,0,0,0,0,0,0,6,7,50,0,0,11,5,8
Tim Patrick,WR,DEN,0,0,0,0,0,0,0,0,2,3,50,0,0,7,5,6
Sammy Watkins,WR,KAN,0,0,0,0,0,0,0,0,4,8,50,0,0,9,5,7
Jordan Akins,TE,HOU,0,0,0,0,0,0,0,0,4,9,49,0,0,8.9,4.9,6.9
Tyler Eifert,TE,CIN,0,0,0,0,0,0,0,0,4,4,49,0,0,8.9,4.9,6.9
Rico Gafford,WR,OAK,0,0,0,0,0,0,0,0,1,1,49,1,0,11.9,10.9,11.4
Jimmy Graham,TE,GNB,0,0,0,0,0,0,0,0,3,5,49,0,0,7.9,4.9,6.4
Mecole Hardman,WR,KAN,0,0,0,0,0,0,0,0,1,1,48,1,0,11.8,10.8,11.3
Dare Ogunbowale,RB,TAM,0,0,0,0,0,0,0,0,5,5,48,0,1,7.8,2.8,5.3
Allen Robinson,WR,CHI,0,0,0,0,0,0,0,0,5,8,48,2,0,21.8,16.8,19.3
Khari Blasingame,FB/RB,TEN,0,0,0,0,0,0,0,0,2,2,47,0,0,6.7,4.7,5.7
Randall Cobb,WR,DAL,0,0,0,0,0,0,0,0,2,5,43,0,0,6.3,4.3,5.3
Tyler Lockett,WR,SEA,0,0,0,0,0,0,0,0,4,6,43,0,0,8.3,4.3,6.3
Chris Thompson,RB,WAS,0,0,0,0,0,0,0,0,7,8,43,0,0,11.3,4.3,7.8
Anthony Miller,WR,CHI,0,0,0,0,0,0,0,0,3,4,42,1,0,13.2,10.2,11.7
MyCole Pruitt,TE,TEN,0,0,0,0,0,0,0,0,1,1,42,0,0,5.2,4.2,4.7
Laquon Treadwell,WR,MIN,0,0,0,0,0,0,0,0,2,2,42,0,0,6.2,4.2,5.2
Davante Adams,WR,GNB,0,0,0,0,0,0,0,0,4,6,41,0,0,8.1,4.1,6.1
Dallas Goedert,TE,PHI,0,0,0,0,0,0,0,0,3,6,41,0,0,7.1,4.1,5.6
Steven Sims,WR,WAS,0,0,0,0,0,0,0,0,4,7,40,0,0,8,4,6
Odell Beckham,WR,CLE,0,0,0,0,0,0,0,0,2,5,39,0,0,5.9,3.9,4.9
Anthony Firkser,TE,TEN,0,0,0,0,0,0,0,0,1,1,39,0,0,4.9,3.9,4.4
Hunter Henry,TE,LAC,0,0,0,0,0,0,0,0,2,4,39,1,0,11.9,9.9,10.9
Marvin Jones,WR,DET,0,0,0,0,0,0,0,0,3,7,38,0,0,6.8,3.8,5.3
Dawson Knox,TE,BUF,0,0,0,0,0,0,0,0,1,4,37,0,0,4.7,3.7,4.2
Joshua Perkins,TE,PHI,0,0,0,0,0,0,0,0,5,5,37,0,0,8.7,3.7,6.2
Vyncint Smith,WR,NYJ,0,0,0,0,0,0,0,0,1,3,37,0,0,4.7,3.7,4.2
Jason Witten,TE,DAL,0,0,0,0,0,0,0,0,5,7,37,0,0,8.7,3.7,6.2
DaeSean Hamilton,WR,DEN,0,0,0,0,0,0,0,0,2,4,36,0,0,5.6,3.6,4.6
Jesper Horsted,TE,CHI,0,0,0,0,0,0,0,0,4,4,36,0,0,7.6,3.6,5.6
Jakobi Meyers,WR,NWE,0,0,0,0,0,0,0,0,1,3,35,0,0,4.5,3.5,4
Tyrell Williams,WR,OAK,0,0,0,0,0,0,0,0,3,4,35,0,0,6.5,3.5,5
Danny Amendola,WR,DET,0,0,0,0,0,0,0,0,5,8,34,0,0,8.4,3.4,5.9
Corey Davis,WR,TEN,0,0,0,0,0,0,0,0,2,4,34,0,0,5.4,3.4,4.4
Josh Gordon,WR,SEA,0,0,0,0,0,0,0,0,2,5,34,0,0,5.4,3.4,4.4
Jacob Hollister,TE,SEA,0,0,0,0,0,0,0,0,4,6,34,0,0,7.4,3.4,5.4
Courtland Sutton,WR,DEN,0,0,0,0,0,0,0,0,5,7,34,0,0,8.4,3.4,5.9
Greg Ward,WR,PHI,0,0,0,0,0,0,0,0,4,9,34,0,0,7.4,3.4,5.4
James Washington,WR,PIT,0,0,0,0,0,0,0,0,4,4,33,0,0,7.3,3.3,5.3
Austin Hooper,TE,ATL,0,0,0,0,0,0,0,0,2,6,32,0,0,5.2,3.2,4.2
Cameron Brate,TE,TAM,0,0,0,0,0,0,0,0,4,4,30,1,0,13,9,11
Kelvin Harmon,WR,WAS,0,0,0,0,0,0,0,0,1,4,30,0,0,4,3,3.5
Nick O'Leary,TE,JAX,0,0,0,0,0,0,0,0,4,5,30,1,0,13,9,11
Jarius Wright,WR,CAR,0,0,0,0,0,0,0,0,4,5,30,0,0,7,3,5
JJ Arcega-Whiteside,WR,PHI,0,0,0,0,0,0,0,0,2,3,29,0,0,4.9,2.9,3.9
Cole Beasley,WR,BUF,0,0,0,0,0,0,0,0,4,7,29,1,0,12.9,8.9,10.9
Andrew Beck,FB/TE,DEN,0,0,0,0,0,0,0,0,1,1,29,0,0,3.9,2.9,3.4
Jamison Crowder,WR,NYJ,0,0,0,0,0,0,0,0,3,7,29,0,0,5.9,2.9,4.4
Jonnu Smith,TE,TEN,0,0,0,0,0,0,0,0,3,4,29,1,0,11.9,8.9,10.4
Tre'Quan Smith,WR,NOR,0,0,0,0,0,0,0,0,2,4,29,1,0,10.9,8.9,9.9
DeVante Parker,WR,MIA,0,0,0,0,0,0,0,0,2,2,28,0,0,4.8,2.8,3.8
John Ross,WR,CIN,0,0,0,0,0,0,0,0,2,3,28,0,0,4.8,2.8,3.8
Demaryius Thomas,WR,NYJ,0,0,0,0,0,0,0,0,2,4,28,1,0,10.8,8.8,9.8
Jack Doyle,TE,IND,0,0,0,0,0,0,0,0,2,6,27,0,0,4.7,2.7,3.7
John Brown,WR,BUF,0,0,0,0,0,0,0,0,3,8,26,0,0,5.6,2.6,4.1
Keelan Doss,WR,OAK,0,0,0,0,0,0,0,0,3,3,26,0,0,5.6,2.6,4.1
Isaiah McKenzie,WR,BUF,0,0,0,0,0,0,0,0,3,5,25,0,0,5.5,2.5,4
Tajae Sharpe,WR,TEN,0,0,0,0,0,0,0,0,4,4,25,0,0,6.5,2.5,4.5
Dede Westbrook,WR,JAX,0,0,0,0,0,0,0,0,6,7,25,0,0,8.5,2.5,5.5
Devontae Booker,RB,DEN,0,0,0,0,0,0,0,0,2,2,24,0,0,4.4,2.4,3.4
Jesse James,TE,DET,0,0,0,0,0,0,0,0,1,2,23,0,0,3.3,2.3,2.8
Deon Cain,WR,PIT,0,0,0,0,0,0,0,0,1,1,22,0,0,3.2,2.2,2.7
Kyle Juszczyk,FB,SFO,0,0,0,0,0,0,0,0,3,3,22,0,0,5.2,2.2,3.7
Ricky Seals-Jones,TE,CLE,0,0,0,0,0,0,0,0,1,1,22,0,0,3.2,2.2,2.7
Irv Smith,TE,MIN,0,0,0,0,0,0,0,0,3,4,21,0,0,5.1,2.1,3.6
Logan Thomas,TE,DET,0,0,0,0,0,0,0,0,2,4,21,0,0,4.1,2.1,3.1
Larry Fitzgerald,WR,ARI,0,0,0,0,0,0,0,0,3,7,20,0,0,5,2,3.5
Justin Hardy,WR,ATL,0,0,0,0,0,0,0,0,1,1,19,0,0,2.9,1.9,2.4
Allen Lazard,WR,GNB,0,0,0,0,0,0,0,0,2,3,19,0,0,3.9,1.9,2.9
Kendrick Bourne,WR,SFO,0,0,0,0,0,0,0,0,3,4,18,2,0,16.8,13.8,15.3
Russell Gage,WR,ATL,0,0,0,0,0,0,0,0,2,4,17,0,0,3.7,1.7,2.7
Rashaad Penny,RB,SEA,0,0,0,0,0,0,0,0,1,1,16,0,0,2.6,1.6,2.1
Auden Tate,WR,CIN,0,0,0,0,0,0,0,0,1,4,16,0,0,2.6,1.6,2.1
David Moore,WR,SEA,0,0,0,0,0,0,0,0,1,2,15,0,0,2.5,1.5,2
Mark Andrews,TE,BAL,0,0,0,0,0,0,0,0,1,3,14,0,0,2.4,1.4,1.9
Virgil Green,TE,LAC,0,0,0,0,0,0,0,0,1,1,14,1,0,8.4,7.4,7.9
Matt LaCosse,TE,NWE,0,0,0,0,0,0,0,0,2,4,14,0,0,3.4,1.4,2.4
Foster Moreau,TE,OAK,0,0,0,0,0,0,0,0,3,3,14,1,0,10.4,7.4,8.9
Byron Pringle,WR,KAN,0,0,0,0,0,0,0,0,1,1,14,0,0,2.4,1.4,1.9
Tyler Conklin,TE,MIN,0,0,0,0,0,0,0,0,3,3,13,0,0,4.3,1.3,2.8
Mohamed Sanu,WR,NWE,0,0,0,0,0,0,0,0,1,1,13,0,0,2.3,1.3,1.8
Willie Snead,WR/RS,BAL,0,0,0,0,0,0,0,0,3,4,13,1,0,10.3,7.3,8.8
Parris Campbell,WR,IND,0,0,0,0,0,0,0,0,3,5,12,0,0,4.2,1.2,2.7
Keelan Cole,WR,JAX,0,0,0,0,0,0,0,0,1,3,12,0,0,2.2,1.2,1.7
