"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"320","Ricky Ortiz","NO","rb","6","TB","0.3","0","0","0","0","0","0","0","0","0","0","0.1775","0.1463","1.0344","0.0069","0.0015","0.0007","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"321","Devin Asiasi","NE","te","6","MIA","1.2","0","0","0","0","0","0","0","0","0","0","0.6472","0.4685","5.0678","0.0314","0.0047","0.0024","0.0012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"322","Brandon Bolden","NE","rb","6","MIA","0.2","0","0","0","0","0","0","0","0","0","0","0.1618","0.1211","0.849","0.0052","0.0012","0.0006","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"323","Jeremy McNichols","JAX","rb","7","IND","0.2","0","0","0","0","0","0","0","0.3028","1.204","0.0087","0","0","0","0","0.0026","0.0013","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"324","D'Ernest Johnson","CLV","rb","9","@BLT","0.2","0","0","0","0","0","0","0","0.4031","1.5094","0.0065","0","0","0","0","0.0034","0.0017","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"325","Travis Homer","SEA","rb","6","@ATL","0.2","0","0","0","0","0","0","0","0","0","0","0.0714","0.0582","0.4173","0.0029","0.0313","0.0156","0.0001","51.6429","0.0132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"326","Christian Wade","BUF","rb","11","NYJ","0.2","0","0","0","0","0","0","0","0.1194","0.4567","0.0033","0.0728","0.056","0.4162","0.0023","0.0016","0.0008","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"327","Chase Claypool","PIT","wr","8","@NYG","2.6","0","0","0","0","0","0","0","0","0","0","1.6513","1.0003","12.1411","0.0639","0.0104","0.0052","0.0019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"328","Nelson Agholor","OAK","wr","6","@CAR","2.5","0","0","0","0","0","0","0","0","0","0","1.55","1.0476","10.5134","0.0663","0.0167","0.0084","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"329","Laviska Shenault Jr.","JAX","wr","7","IND","2.5","0","0","0","0","0","0","0","0","0","0","1.4841","0.98","10.8888","0.0657","0.0102","0.0051","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"330","Deon Yelder","KC","te","10","HST","1.1","0","0","0","0","0","0","0","0","0","0","0.5184","0.3901","4.383","0.0367","0.0048","0.0024","0.0013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"331","Rod Smith","OAK","rb","6","@CAR","0.1","0","0","0","0","0","0","0","0.0465","0.1756","0.0006","0.0096","0.0078","0.0531","0.0004","0.0096","0.0048","0","15.4575","0.0042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"332","Troymaine Pope","LAC","rb","10","@CIN","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0187","0.0094","0","12.1962","0.0139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"333","Byron Pringle","KC","wr","10","HST","2.4","0","0","0","0","0","0","0","0","0","0","1.1568","0.8102","11.4276","0.0739","0.0081","0.0041","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"334","Andy Isabella","ARZ","wr","8","@SF","2.4","0","0","0","0","0","0","0","0.2058","1.3057","0.0063","1.2286","0.767","10.888","0.0413","0.0509","0.0255","0.0014","70.7093","0.0162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"335","Gabriel Davis","BUF","wr","11","NYJ","2.4","0","0","0","0","0","0","0","0","0","0","1.5249","0.8696","11.5161","0.0593","0.009","0.0045","0.0015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"336","Robert Tonyan","GB","te","5","@MIN","1","0","0","0","0","0","0","0","0","0","0","0.5275","0.3749","4.5588","0.0264","0.0037","0.0018","0.0012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"337","T.J. Logan","TB","rb","13","@NO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0172","0.0086","0","29.8146","0.0064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"338","Dexter Williams","GB","rb","5","@MIN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0211","0.0105","0","35.8412","0.0079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"339","Blake Bell","DAL","te","10","@LA","0.9","0","0","0","0","0","0","0","0","0","0","0.5174","0.3754","3.6072","0.0228","0.0036","0.0018","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"340","MyCole Pruitt","TEN","te","7","@DEN","0.9","0","0","0","0","0","0","0","0","0","0","0.4446","0.3437","3.557","0.0262","0.0033","0.0017","0.0015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"341","Harrison Bryant","CLV","te","9","@BLT","0.9","0","0","0","0","0","0","0","0","0","0","0.5343","0.3763","4.119","0.0201","0.0038","0.0019","0.0015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"342","Van Jefferson","LA","wr","9","DAL","2.3","0","0","0","0","0","0","0","0","0","0","1.352","0.8498","10.1824","0.0638","0.0088","0.0044","0.0022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"343","Keke Coutee","HST","wr","8","@KC","2.2","0","0","0","0","0","0","0","0.1629","0.9916","0.0052","1.4286","0.9632","9.3668","0.0299","0.0125","0.0063","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"344","Logan Thomas","WAS","te","8","PHI","0.8","0","0","0","0","0","0","0","0","0","0","0.4556","0.3336","2.8721","0.0225","0.0031","0.0016","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"345","Daniel Brown","NYJ","te","11","@BUF","0.8","0","0","0","0","0","0","0","0","0","0","0.471","0.3345","3.4999","0.0228","0.0033","0.0017","0.0008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"346","Trevon Wesco","NYJ","te","11","@BUF","0.8","0","0","0","0","0","0","0","0","0","0","0.471","0.3299","3.7488","0.0199","0.0033","0.0017","0.0008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"347","Cordarrelle Patterson","CHI","wr","11","@DET","2.1","0","0","0","0","0","0","0","0.9162","6.3367","0.0337","0.6795","0.5135","4.4077","0.0187","0.0628","0.0314","0.0015","103.2606","0.034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"348","Andre Patton","LAC","wr","10","@CIN","2","0","0","0","0","0","0","0","0","0","0","1.4668","0.856","9.1108","0.0414","0.0085","0.0043","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"349","Darnell Mooney","CHI","wr","11","@DET","2","0","0","0","0","0","0","0","0","0","0","1.2051","0.7208","9.6122","0.0516","0.0075","0.0037","0.0023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"350","Josh Hill","NO","te","6","TB","0.6","0","0","0","0","0","0","0","0","0","0","0.3514","0.2783","2.0698","0.0205","0.0025","0.0012","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"351","Matt Lengel","IND","te","7","@JAX","0.6","0","0","0","0","0","0","0","0","0","0","0.3366","0.2428","2.3473","0.0192","0.0024","0.0012","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"352","Nick Vannett","DEN","te","8","TEN","0.6","0","0","0","0","0","0","0","0","0","0","0.3416","0.2593","2.3418","0.0134","0.003","0.0015","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"353","Seth DeValve","CAR","te","13","OAK","0.6","0","0","0","0","0","0","0","0","0","0","0.3196","0.2381","2.5283","0.018","0.0023","0.0012","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"354","Tyler Conklin","MIN","te","7","GB","0.6","0","0","0","0","0","0","0","0","0","0","0.3285","0.2413","2.6658","0.0184","0.0024","0.0012","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"355","Charlie Woerner","SF","te","11","ARZ","0.6","0","0","0","0","0","0","0","0","0","0","0.3091","0.2266","2.4168","0.0206","0.0023","0.0011","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"356","Dalton Keene","NE","te","6","MIA","0.6","0","0","0","0","0","0","0","0","0","0","0.3236","0.2358","2.51","0.0152","0.0024","0.0012","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"357","Malik Turner","SEA","wr","6","@ATL","1.9","0","0","0","0","0","0","0","0","0","0","1.0001","0.6878","8.8849","0.0512","0.0068","0.0034","0.0016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"358","Jauan Jennings","SF","wr","11","ARZ","1.9","0","0","0","0","0","0","0","0","0","0","1.0835","0.6877","8.3906","0.0598","0.0071","0.0036","0.0015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"359","Demetrius Harris","CHI","te","11","@DET","0.5","0","0","0","0","0","0","0","0","0","0","0.3398","0.2162","2.0324","0.0157","0.0019","0.001","0.0016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"360","Kahale Warring","HST","te","8","@KC","0.5","0","0","0","0","0","0","0","0","0","0","0.276","0.198","2.17","0.0106","0.002","0.001","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"361","Derek Carrier","OAK","te","6","@CAR","0.4","0","0","0","0","0","0","0","0","0","0","0.2179","0.1603","1.6545","0.0113","0.0015","0.0008","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"362","Johnny Mundt","LA","te","9","DAL","0.4","0","0","0","0","0","0","0","0","0","0","0.2012","0.1461","1.4781","0.0114","0.0015","0.0007","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"363","Alize Mack","KC","te","10","HST","0.4","0","0","0","0","0","0","0","0","0","0","0.1728","0.1302","1.4045","0.0122","0.0013","0.0007","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"364","Damion Ratley","CLV","wr","9","@BLT","1.8","0","0","0","0","0","0","0","0","0","0","1.2034","0.7074","8.896","0.0298","0.0068","0.0034","0.0021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"365","Antonio Gandy-Golden","WAS","wr","8","PHI","1.8","0","0","0","0","0","0","0","0","0","0","1.0335","0.6387","8.42","0.0496","0.0066","0.0033","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"366","Damiere Byrd","NE","wr","6","MIA","1.7","0","0","0","0","0","0","0","0","0","0","0.9709","0.6151","7.3663","0.0364","0.0533","0.0266","0.0011","49.2038","0.0305","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"367","Zach Pascal","IND","wr","7","@JAX","1.7","0","0","0","0","0","0","0","0","0","0","1.0098","0.631","7.8242","0.0388","0.005","0.0025","0.0018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"368","Levine Toilolo","NYG","te","11","PIT","0.3","0","0","0","0","0","0","0","0","0","0","0.1566","0.1171","1.2785","0.007","0.0011","0.0006","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"369","Richard Rodgers","WAS","te","8","PHI","0.3","0","0","0","0","0","0","0","0","0","0","0.1519","0.1128","1.1637","0.0098","0.0011","0.0006","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"370","Joshua Perkins","PHI","te","9","@WAS","0.3","0","0","0","0","0","0","0","0","0","0","0.18","0.1262","1.3738","0.0082","0.0012","0.0006","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"371","Mason Schreck","CIN","te","9","LAC","0.3","0","0","0","0","0","0","0","0","0","0","0.1559","0.1157","1.2661","0.0117","0.0012","0.0006","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"372","Cethan Carter","CIN","te","9","LAC","0.3","0","0","0","0","0","0","0","0","0","0","0.1559","0.1143","1.227","0.0118","0.0011","0.0006","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"373","Troy Fumagalli","DEN","te","8","TEN","0.3","0","0","0","0","0","0","0","0","0","0","0.1708","0.124","1.3362","0.0082","0.0012","0.0006","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"374","David Moore","SEA","wr","6","@ATL","1.6","0","0","0","0","0","0","0","0.231","1.4704","0.0077","0.7144","0.4014","6.9109","0.0433","0.0098","0.0049","0.0008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"375","Keith Kirkwood","CAR","wr","13","OAK","1.6","0","0","0","0","0","0","0","0","0","0","0.8614","0.5605","7.4677","0.0479","0.0055","0.0028","0.0012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"376","Auden Tate","CIN","wr","9","LAC","1.6","0","0","0","0","0","0","0","0","0","0","0.9218","0.5494","7.7472","0.0481","0.0071","0.0036","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"377","Quincy Enunwa","NYJ","wr","11","@BUF","1.5","0","0","0","0","0","0","0","0","0","0","1.099","0.6764","6.8323","0.0238","0.0107","0.0053","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"378","Devin Smith","DAL","wr","10","@LA","1.4","0","0","0","0","0","0","0","0","0","0","0.8623","0.4997","6.7378","0.0395","0.0051","0.0025","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"379","Scotty Miller","TB","wr","13","@NO","1.3","0","0","0","0","0","0","0","0","0","0","0.7978","0.49","5.8222","0.0246","0.025","0.0125","0.0011","13.3265","0.0121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"380","Malcolm Perry","MIA","wr","11","@NE","1.2","0","0","0","0","0","0","0","0","0","0","0.7539","0.4514","5.591","0.0267","0.0047","0.0023","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"381","Isaiah Coulter","HST","wr","8","@KC","1.2","0","0","0","0","0","0","0","0","0","0","0.7647","0.4578","5.7285","0.0239","0.0047","0.0024","0.0008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"382","Isaiah Hodgins","BUF","wr","11","NYJ","1.1","0","0","0","0","0","0","0","0","0","0","0.7163","0.4209","5.3034","0.0266","0.0044","0.0022","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"383","Rashard Davis","TEN","wr","7","@DEN","1","0","0","0","0","0","0","0","0","0","0","0.5848","0.3831","4.7601","0.0286","0.004","0.002","0.0013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"384","Olabisi Johnson","MIN","wr","7","GB","0.9","0","0","0","0","0","0","0","0","0","0","0.4881","0.3459","4.1207","0.0271","0.0033","0.0016","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"385","K.J. Osborn","MIN","wr","7","GB","0.9","0","0","0","0","0","0","0","0","0","0","0.5532","0.3477","4.2576","0.0257","0.0036","0.0018","0.0008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"386","Quintez Cephus","DET","wr","5","CHI","0.9","0","0","0","0","0","0","0","0","0","0","0.5198","0.332","4.1905","0.0235","0.0034","0.0017","0.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"387","Marquise Goodwin","PHI","wr","9","@WAS","0.8","0","0","0","0","0","0","0","0","0","0","0.5148","0.2797","4.3363","0.0213","0.0046","0.0023","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"388","J.J. Arcega-Whiteside","PHI","wr","9","@WAS","0.8","0","0","0","0","0","0","0","0","0","0","0.4805","0.2949","4.0271","0.0208","0.0029","0.0015","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"389","DaeSean Hamilton","DEN","wr","8","TEN","0.8","0","0","0","0","0","0","0","0","0","0","0.5535","0.3462","3.6279","0.0149","0.003","0.0015","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"390","Equanimeous St. Brown","GB","wr","5","@MIN","0.8","0","0","0","0","0","0","0","0","0","0","0.5275","0.3228","4.1644","0.0155","0.0031","0.0016","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"391","Deonte Harris","NO","wr","6","TB","0.8","0","0","0","0","0","0","0","0.1262","0.8576","0.0048","0.2662","0.1937","2.4668","0.0127","0.0358","0.0179","0.0004","29.867","0.0204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"392","James Proche","BLT","wr","8","CLV","0.8","0","0","0","0","0","0","0","0","0","0","0.4585","0.2942","3.3324","0.02","0.0031","0.0015","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"393","KeeSean Johnson","ARZ","wr","8","@SF","0.7","0","0","0","0","0","0","0","0.0691","0.4495","0.0021","0.4607","0.2706","2.9438","0.012","0.005","0.0025","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"394","John Hightower","PHI","wr","9","@WAS","0.7","0","0","0","0","0","0","0","0","0","0","0.4462","0.274","3.4799","0.0167","0.0028","0.0014","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"395","Chris Lacy","DET","wr","5","CHI","0.6","0","0","0","0","0","0","0","0","0","0","0.3465","0.2063","2.7243","0.0149","0.0021","0.001","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"396","Christian Blake","ATL","wr","10","SEA","0.6","0","0","0","0","0","0","0","0","0","0","0.3735","0.2367","2.7777","0.0126","0.0024","0.0012","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"397","Ventell Bryant","DAL","wr","10","@LA","0.6","0","0","0","0","0","0","0","0","0","0","0.3239","0.2046","2.4701","0.0152","0.0021","0.0011","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"398","Darius Jennings","LAC","wr","10","@CIN","0.5","0","0","0","0","0","0","0","0","0","0","0.3102","0.1974","2.0605","0.0075","0.002","0.001","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"399","Corey Coleman","NYG","wr","11","PIT","0.5","0","0","0","0","0","0","0","0","0","0","0.2349","0.1402","1.6926","0.0082","0.0267","0.0133","0.0002","17.1925","0.017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"400","K.J. Hill","LAC","wr","10","@CIN","0.5","0","0","0","0","0","0","0","0","0","0","0.3102","0.1898","2.1008","0.0094","0.002","0.001","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"401","Joe Reed","LAC","wr","10","@CIN","0.5","0","0","0","0","0","0","0","0","0","0","0.3412","0.2114","2.1822","0.01","0.0022","0.0011","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"402","Collin Johnson","JAX","wr","7","IND","0.5","0","0","0","0","0","0","0","0","0","0","0.3145","0.1971","2.5734","0.0145","0.002","0.001","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
