"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"158","Steven Sims","WAS","wr","8","PHI","8.5","0","0","0","0","0","0","0","0.4652","3.5137","0.0195","4.8036","3.3877","34.0676","0.1846","0.0688","0.0344","0.008","48.9656","0.015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159","CeeDee Lamb","DAL","wr","10","@LA","8.5","0","0","0","0","0","0","0","0","0","0","4.9554","3.0211","39.532","0.2265","0.0313","0.0157","0.0068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160","Alexander Mattison","MIN","rb","7","GB","6.1","0","0","0","0","0","0","0","5.8335","24.4017","0.1274","1.8258","1.4577","10.0875","0.0674","0.0657","0.0329","0.0043","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161","Teddy Bridgewater","CAR","qb","13","OAK","15.6","0","19.2231","30.26","224.4662","1.321","0.856","2.778","3.1824","12.1068","0.0734","0","0","0","0","0.4257","0.2129","0.0318","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"162","Drew Lock","DEN","qb","8","TEN","15.6","0","20.3448","32.7339","233.9864","1.1956","0.9048","1.6689","3.4293","10.7132","0.1162","0","0","0","0","0.4766","0.2383","0.0414","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"163","Chris Herndon","NYJ","te","11","@BUF","7","0","0","0","0","0","0","0","0","0","0","3.7964","2.6338","31.2281","0.1966","0.0239","0.0119","0.0057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"164","Ito Smith","ATL","rb","10","SEA","6","0","0","0","0","0","0","0","4.4141","17.3312","0.1793","1.9418","1.6255","11.6749","0.0654","0.0557","0.0279","0.0035","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"165","Gardner Minshew","JAX","qb","7","IND","15.5","0","19.6325","30.3382","208.4764","1.2297","0.5561","2.1448","4.9633","17.8449","0.1115","0","0","0","0","0.64","0.32","0.0447","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"166","Jimmy Graham","CHI","te","11","@DET","6.9","0","0","0","0","0","0","0","0","0","0","3.6862","2.658","30.2437","0.1858","0.0278","0.0139","0.0081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"167","Jace Sternberger","GB","te","5","@MIN","6.9","0","0","0","0","0","0","0","0","0","0","3.8446","2.7469","30.9537","0.161","0.0276","0.0138","0.0088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"168","Marlon Mack","IND","rb","7","@JAX","5.8","0","0","0","0","0","0","0","6.0394","26.5704","0.2223","1.0961","0.8679","6.3691","0.0366","0.022","0.011","0.0178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"169","Ben Roethlisberger","PIT","qb","8","@NYG","15.3","0","20.5496","32.7111","225.297","1.2718","0.5898","2.0771","0.8931","6.5947","0.1028","0","0","0","0","0.4176","0.2088","0.0363","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"170","Allen Lazard","GB","wr","5","@MIN","8.2","0","0","0","0","0","0","0","0","0","0","4.6465","3.0811","40.3467","0.1611","0.0287","0.0143","0.0068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"171","Greg Olsen","SEA","te","6","@ATL","6.7","0","0","0","0","0","0","0","0","0","0","3.3746","2.3921","28.6661","0.2304","0.0189","0.0094","0.0062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"172","Ian Thomas","CAR","te","13","OAK","6.7","0","0","0","0","0","0","0","0","0","0","3.7554","2.7974","27.8081","0.1816","0.0245","0.0122","0.0071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173","Dare Ogunbowale","TB","rb","13","@NO","5.7","0","0","0","0","0","0","0","1.8178","6.159","0.1309","2.8393","2.2671","15.3629","0.0853","0.0382","0.0191","0.0031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"174","Danny Amendola","DET","wr","5","CHI","7.9","0","0","0","0","0","0","0","0","0","0","4.7087","3.4327","34.1709","0.1676","0.0245","0.0122","0.0066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"175","Michael Pittman Jr.","IND","wr","7","@JAX","7.9","0","0","0","0","0","0","0","0","0","0","4.8266","3.018","36.3617","0.1946","0.0313","0.0157","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"176","Darrynton Evans","TEN","rb","7","@DEN","5.5","0","0","0","0","0","0","0","3.2802","12.2294","0.0806","2.4024","1.9233","13.6238","0.0865","0.0477","0.0238","0.0059","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"177","Justin Herbert","LAC","qb","10","@CIN","15","0","18.7037","30.0456","223.9759","1.097","0.7805","2.7476","2.4172","13.6362","0.0992","0","0","0","0","0.4573","0.2286","0.0446","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"178","Mohamed Sanu","NE","wr","6","MIA","7.8","0","0","0","0","0","0","0","0.2757","1.6831","0.0131","4.5307","3.0734","33.8971","0.1623","0.0412","0.0206","0.0089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"179","Cole Beasley","BUF","wr","11","NYJ","7.8","0","0","0","0","0","0","0","0","0","0","4.7023","3.2354","34.8938","0.1662","0.0203","0.0101","0.0122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"180","Baker Mayfield","CLV","qb","9","@BLT","14.9","0","21.8928","34.6434","241.0502","1.0344","1.1518","2.3979","1.696","10.3794","0.0786","0","0","0","0","0.4408","0.2204","0.0598","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"181","Chris Conley","JAX","wr","7","IND","7.7","0","0","0","0","0","0","0","0","0","0","4.3369","2.8496","35.7298","0.203","0.0413","0.0206","0.0085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"182","Giovani Bernard","CIN","rb","9","LAC","5.3","0","0","0","0","0","0","0","3.1478","12.4349","0.043","2.127","1.7442","14.4101","0.0995","0.0393","0.0196","0.0041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"183","Dwayne Haskins","WAS","qb","8","PHI","14.8","0","18.5431","28.2364","207.6771","1.2693","0.9838","3.7497","3.0549","14.8884","0.0976","0","0","0","0","0.4888","0.2444","0.0418","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"184","Brandon Aiyuk","SF","wr","11","ARZ","7.6","0","0","0","0","0","0","0","0","0","0","4.4669","2.8635","33.1531","0.2206","0.0297","0.0149","0.0064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"185","Adam Humphries","TEN","wr","7","@DEN","7.5","0","0","0","0","0","0","0","0","0","0","4.2802","3.1473","31.6209","0.1837","0.023","0.0115","0.0078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"186","Ronald Jones","TB","rb","13","@NO","5.1","0","0","0","0","0","0","0","8.6058","31.6441","0.2072","0.3989","0.3229","2.7118","0.0124","0.0838","0.0419","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"187","Dawson Knox","BUF","te","11","NYJ","5.9","0","0","0","0","0","0","0","0","0","0","3.2881","2.1974","27.0796","0.1499","0.0198","0.0099","0.0044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"188","Cam Newton","NE","qb","6","MIA","14.4","0","17.9545","27.9731","187.029","0.9873","0.5239","1.7262","3.9445","20.1757","0.1951","0","0","0","0","0.3827","0.1913","0.0346","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"189","John Ross","CIN","wr","9","LAC","7.2","0","0","0","0","0","0","0","0.2058","1.1482","0.0089","4.2227","2.4096","29.5107","0.2603","0.033","0.0165","0.0058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"190","Damien Williams","KC","rb","10","HST","4.8","0","0","0","0","0","0","0","4.8426","19.7451","0.2144","0.896","0.7431","5.6333","0.0431","0.0576","0.0288","0.0026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"191","Bryce Love","WAS","rb","8","PHI","4.8","0","0","0","0","0","0","0","3.9116","16.1362","0.1213","1.5478","1.2299","8.8842","0.0537","0.0462","0.0231","0.0043","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"192","Jeremy Sprinkle","WAS","te","8","PHI","5.7","0","0","0","0","0","0","0","0","0","0","3.1597","2.3189","22.9085","0.1742","0.0288","0.0144","0.0073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"193","Chase Edmonds","ARZ","rb","8","@SF","4.7","0","0","0","0","0","0","0","4.8707","19.7336","0.1198","1.3099","1.0205","7.1934","0.037","0.063","0.0315","0.0029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"194","Deebo Samuel","SF","wr","11","ARZ","7.1","0","0","0","0","0","0","0","0.7103","5.5047","0.0347","3.1531","2.272","28.5404","0.1901","0.0366","0.0183","0.0081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"195","Philip Rivers","IND","qb","7","@JAX","14.2","0","21.1103","33.3337","223.8125","1.252","0.6626","2.1314","1.1421","2.1021","0.0174","0","0","0","0","0.2819","0.141","0.0287","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"196","Jalen Reagor","PHI","wr","9","@WAS","7","0","0","0","0","0","0","0","0.0458","0.3298","0.0015","4.2902","2.638","32.3308","0.1602","0.0277","0.0138","0.0049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"197","Justice Hill","BLT","rb","8","CLV","4.6","0","0","0","0","0","0","0","5.0093","20.5297","0.2024","0.8118","0.6279","4.5524","0.0288","0.0445","0.0223","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"198","Kyler Murray","ARZ","qb","8","@SF","14.1","0","19.3963","32.217","208.2074","0.9344","0.8716","2.6818","3.5272","19.246","0.0892","0","0","0","0","0.3558","0.1779","0.0507","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"199","Kenny Stills","HST","wr","8","@KC","6.9","0","0","0","0","0","0","0","0","0","0","3.5397","2.3362","34.7993","0.1707","0.0186","0.0093","0.0067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200","Rex Burkhead","NE","rb","6","MIA","4.5","0","0","0","0","0","0","0","3.5847","14.2669","0.1532","1.2945","1.0209","8.6064","0.0446","0.039","0.0195","0.0022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201","Ryquell Armstead","JAX","rb","7","IND","4.5","0","0","0","0","0","0","0","3.6634","13.6077","0.072","1.8183","1.4031","9.6024","0.057","0.0435","0.0218","0.0027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202","Miles Boykin","BLT","wr","8","CLV","6.8","0","0","0","0","0","0","0","0.1404","1.003","0.0068","3.7485","2.3017","30.445","0.2122","0.0237","0.0118","0.0041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"203","Larry Fitzgerald","ARZ","wr","8","@SF","6.7","0","0","0","0","0","0","0","0","0","0","4.2902","2.8412","29.6786","0.1379","0.0275","0.0137","0.0082","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"204","Damien Harris","NE","rb","6","MIA","4.3","0","0","0","0","0","0","0","4.6877","18.5632","0.1643","0.9709","0.7485","5.4124","0.0289","0.0478","0.0239","0.0033","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"205","Tyler Eifert","JAX","te","7","IND","5.2","0","0","0","0","0","0","0","0","0","0","2.6238","1.9802","21.6733","0.1695","0.0171","0.0085","0.0067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"206","C.J. Uzomah","CIN","te","9","LAC","5.2","0","0","0","0","0","0","0","0","0","0","2.6569","2.0373","19.3178","0.2016","0.017","0.0085","0.0066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"207","David Njoku","CLV","te","9","@BLT","5.2","0","0","0","0","0","0","0","0","0","0","3.0056","2.0683","24.0143","0.1062","0.0175","0.0087","0.0071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"208","Dion Lewis","NYG","rb","11","PIT","4.2","0","0","0","0","0","0","0","3.5236","13.153","0.0541","1.5281","1.2621","9.3674","0.0508","0.0442","0.0221","0.0013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"209","Antonio Gibson","WAS","wr","8","PHI","6.5","0","0","0","0","0","0","0","0","0","0","3.8036","2.4269","29.5756","0.1817","0.0252","0.0126","0.0063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"210","Nick Boyle","BLT","te","8","CLV","5.1","0","0","0","0","0","0","0","0","0","0","2.8106","2.1843","19.9719","0.144","0.0187","0.0094","0.0046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"211","Lamical Perine","NYJ","rb","11","@BUF","4.1","0","0","0","0","0","0","0","4.2342","16.174","0.098","1.256","0.9728","6.8845","0.0336","0.0465","0.0232","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"212","Tyrell Williams","OAK","wr","6","@CAR","6.4","0","0","0","0","0","0","0","0","0","0","3.0596","1.9478","32.1426","0.1954","0.0275","0.0138","0.0036","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"213","Derek Carr","OAK","qb","6","@CAR","13.5","0","17.5551","27.0381","194.9276","1.24","0.3534","1.7719","1.4619","2.5154","0.0822","0","0","0","0","0.35","0.175","0.0416","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"214","James Washington","PIT","wr","8","@NYG","6.3","0","0","0","0","0","0","0","0","0","0","4.044","2.179","31.4038","0.1581","0.0257","0.0128","0.0032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"215","Benny Snell Jr.","PIT","rb","8","@NYG","3.8","0","0","0","0","0","0","0","5.8595","22.678","0.1224","0.5034","0.3938","2.6984","0.0153","0.0554","0.0277","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"216","Darwin Thompson","KC","rb","10","HST","3.8","0","0","0","0","0","0","0","3.2762","12.8874","0.0948","1.2008","0.9646","6.6108","0.0522","0.0357","0.0179","0.0032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"217","Sam Darnold","NYJ","qb","11","@BUF","13.3","0","18.9079","31.7684","206.1853","1.109","0.9497","2.3981","2.0841","8.4152","0.0645","0","0","0","0","0.3685","0.1843","0.0317","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"218","Vance McDonald","PIT","te","8","@NYG","4.7","0","0","0","0","0","0","0","0","0","0","2.8741","2.1103","19.278","0.1147","0.0336","0.0168","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"219","O.J. Howard","TB","te","13","@NO","4.6","0","0","0","0","0","0","0","0","0","0","2.2553","1.5613","22.881","0.1159","0.0173","0.0087","0.0038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"220","Will Dissly","SEA","te","6","@ATL","4.6","0","0","0","0","0","0","0","0","0","0","2.2651","1.6766","19.9324","0.1549","0.02","0.01","0.0052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"221","K.J. Hamler","DEN","wr","8","TEN","5.7","0","0","0","0","0","0","0","0.1409","0.95","0.006","3.5488","2.1407","26.5733","0.1252","0.0232","0.0116","0.0051","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"222","Royce Freeman","DEN","rb","8","TEN","3.3","0","0","0","0","0","0","0","2.7466","10.559","0.0817","1.148","0.9478","6.1155","0.036","0.0265","0.0133","0.0018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"223","Denzel Mims","NYJ","wr","11","@BUF","5.6","0","0","0","0","0","0","0","0","0","0","3.6825","2.0683","27.1124","0.1362","0.0215","0.0107","0.0038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"224","Trent Taylor","SF","wr","11","ARZ","5.5","0","0","0","0","0","0","0","0","0","0","3.354","2.4071","22.3258","0.1339","0.0232","0.0116","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"225","Darren Fells","HST","te","8","@KC","4.1","0","0","0","0","0","0","0","0","0","0","2.1486","1.6601","16.3664","0.1257","0.0146","0.0073","0.0034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"226","Ryan Griffin","NYJ","te","11","@BUF","4","0","0","0","0","0","0","0","0","0","0","2.4795","1.7741","15.5604","0.0989","0.0149","0.0074","0.0063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"227","Jordan Akins","HST","te","8","@KC","4","0","0","0","0","0","0","0","0","0","0","2.2836","1.6815","19.0082","0.0716","0.0144","0.0072","0.0033","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"228","Reggie Bonnafon","CAR","rb","13","OAK","3","0","0","0","0","0","0","0","2.645","11.4908","0.0866","0.7991","0.6524","4.8185","0.0307","0.029","0.0145","0.0023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"229","Albert Wilson","MIA","wr","11","@NE","5.3","0","0","0","0","0","0","0","0.2671","1.6207","0.0082","3.246","2.3238","20.9789","0.1081","0.0215","0.0108","0.0046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"230","Willie Snead IV","BLT","wr","8","CLV","5.3","0","0","0","0","0","0","0","0.0979","0.6149","0.0047","2.9566","2.092","22.9527","0.1272","0.0161","0.0081","0.0028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"231","Marquez Valdes-Scantling","GB","wr","5","@MIN","5.2","0","0","0","0","0","0","0","0.1038","0.7149","0.0032","3.2895","1.8388","26.138","0.0939","0.0382","0.0191","0.0034","15.2786","0.014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232","Tre'Quan Smith","NO","wr","6","TB","5.2","0","0","0","0","0","0","0","0","0","0","2.8317","1.7701","23.9227","0.1639","0.0156","0.0078","0.0031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"233","Gerald Everett","LA","te","9","DAL","3.7","0","0","0","0","0","0","0","0","0","0","2.028","1.4367","15.7287","0.1175","0.0114","0.0057","0.007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"234","Mo Alie-Cox","IND","te","7","@JAX","3.7","0","0","0","0","0","0","0","0","0","0","1.9914","1.4022","17.0158","0.1026","0.0134","0.0067","0.0029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"235","Josh Oliver","JAX","te","7","IND","3.7","0","0","0","0","0","0","0","0","0","0","1.976","1.4497","15.7289","0.1007","0.0145","0.0072","0.0033","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"236","Bo Scarbrough","DET","rb","5","CHI","2.7","0","0","0","0","0","0","0","2.0636","8.6615","0.0574","0.9026","0.7358","5.2358","0.0339","0.0263","0.0132","0.0022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"237","Tua Tagovailoa","MIA","qb","11","@NE","12.2","0","16.1096","27.2308","180.0955","0.9384","0.868","2.7408","2.3617","12.9642","0.1016","0","0","0","0","0.4293","0.2147","0.0345","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"238","Anthony Firkser","TEN","te","7","@DEN","3.6","0","0","0","0","0","0","0","0","0","0","1.757","1.2884","15.6681","0.1213","0.012","0.006","0.0055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
