fumble_lost,pass_att,pass_comp,pass_int,pass_tds,pass_yds,player,position,rcv_rec,rcv_tds,rcv_yds,rush_att,rush_tds,rush_yds,team,source,pname_merge
0.0,19.0,12.0,0.7,0.7,137.0,Case Keenum,QB,,,,0.7,0.0,1.7,CLE,FantasyPros,casekeenum
0.0,12.7,8.0,0.7,0.7,96.3,Robert Griffin,QB,,,,3.3,0.0,15.0,BAL,FantasyPros,robertgriffin
0.0,18.0,10.7,0.3,0.3,133.7,Sean Mannion,QB,,,,1.7,0.0,2.0,MIN,FantasyPros,seanmannion
0.0,11.5,7.0,0.0,0.5,74.0,Brett Hundley,QB,,,,2.0,0.0,8.0,ARI,FantasyPros,bretthundley
0.0,12.3,7.7,0.3,0.7,83.3,Matt Barkley,QB,,,,1.7,0.0,1.7,BUF,FantasyPros,mattbarkley
0.0,13.0,9.0,0.5,0.5,97.0,Matt Schaub,QB,,,,2.0,0.0,1.5,ATL,FantasyPros,mattschaub
0.0,10.7,7.0,0.0,0.3,79.7,Chad Henne,QB,,,,0.7,0.0,3.0,KC,FantasyPros,chadhenne
0.0,10.0,6.0,0.0,0.5,64.5,Brian Hoye,QB,,,,3.0,0.0,2.0,NE,FantasyPros,brianhoye
0.0,15.3,9.7,0.7,0.3,112.0,Nick Mullens,QB,,,,1.7,0.0,1.7,SF,FantasyPros,nickmullens
0.0,9.0,5.5,0.5,0.5,62.5,Joe Flacco,QB,,,,1.5,0.0,5.5,NYJ,FantasyPros,joeflacco
0.0,9.0,5.5,0.5,0.5,61.0,Kyle Allen,QB,,,,1.0,0.0,3.5,WAS,FantasyPros,kyleallen
0.0,10.0,6.0,0.0,0.0,64.0,Jacob Eason,QB,,,,1.0,0.0,2.0,IND,FantasyPros,jacobeason
0.0,4.0,2.0,0.0,0.0,27.0,Jake Fromm,QB,,,,0.0,0.0,1.0,BUF,FantasyPros,jakefromm
0.0,1.0,1.0,0.0,0.0,6.0,David Fales,QB,,,,0.0,0.0,0.0,NYJ,FantasyPros,davidfales
0.0,0.0,0.0,0.0,0.0,0.0,Tim Boyle,QB,,,,0.0,0.0,0.0,GB,FantasyPros,timboyle
0.0,0.0,0.0,0.0,0.0,0.0,Trace McSorley,QB,,,,0.0,0.0,0.0,BAL,FantasyPros,tracemcsorley
0.0,0.0,0.0,0.0,0.0,0.0,Matt Moore,QB,,,,0.0,0.0,0.0,KC,FantasyPros,mattmoore
0.0,0.0,0.0,0.0,0.0,0.0,Tyler Bray,QB,,,,0.0,0.0,0.0,CHI,FantasyPros,tylerbray
0.0,0.0,0.0,0.0,0.0,0.0,Ryan Griffin,QB,,,,0.0,0.0,0.0,TB,FantasyPros,ryangriffin
0.0,0.0,0.0,0.0,0.0,0.0,Nate Sudfeld,QB,,,,0.0,0.0,0.0,PHI,FantasyPros,natesudfeld
0.0,0.0,0.0,0.0,0.0,0.0,C.J. Beathard,QB,,,,0.0,0.0,0.0,SF,FantasyPros,cjbeathard
